iD,Response,Reviewer-1,Reviewer-2,word choice,Organization
3,To provide environment in which we can execute programs,1,1,,
3,"An operating system has three main functions: (1) manage the computer's resources, such as the central processing unit, memory, disk drives, and printers, (2) establish a user interface, and (3) execute and provide services for applications software.",3,3,,
3,"1) manage the computer's resources, such as the central processing unit, memory and printers
 (2) establish a user interface
(3) execute and provide services for applications software",3,3,,
3,"An operating system has three main functions:
1.manage the computer's resouces,such as the central processing unit,memory,disk drives,and printers
2.establish a user interface
3.execute and provide services for applications of software",3,3,,
3,The operating system is a system software. Which act as interface between a user of the computer hardware. The main purpose of on operating system is to provide an environment in which we can execute programs. ,2,2,,
3,to provide an environment in which we can execute programs.,1,1,,
3,"Operating System is system software, which acts as an interface between a user of the computer and the computer hardware.The main purpose of an Operating system is to provide an environment in which we can execute programs. ",2,2,,
3,The main purpose of Operating system is to provide an environment in which we can execute programs.Operating system is a set of programs that lies between software and hardware of a computer.,2,2,,
3,Main purpose is to provide an environment in which we can execute programs,1,1,,
3,"Operating system is system software,which acts as an interface between a user of the computer and the computer hardware.The main purpose of an operating system is to provide an environment in which we can execute program.
",2,2,,
3,Is to provide an environment in which we can execute programs.,1,1,,
3,"It is a software that manages computer hardware, software resources, and provides common services for computer programs.",1,1,,
3,"An O.S manges the computer's resources,such as the central processing unit,memory disk drives and printers and establish a user interface
Excute and provides services for applications software",2,2,,
3,Operating system is system software which acts as an interface between a user of the computer and the computer hardware. The main purpose of an operating system is to provide an environment in which we can execute program. ,2,2,,
3,"An operating system has three main functions: manage the computes resources,such as the central processing unit, memory,disk drives,and printers.2.establish a user interface,and 3.execute and provide services for application software",3,3,,
3,"OS is a system software, which acts as an interface between a user of the computer and the computer hardware. The main purpose of an OS is to provide an environment in which we can execute program
",2,2,,
3,"Manage the computer resoures such as central processing unit , memory ,disk drive and printers.
Establish a user interface and.
Execute and provide services for applications software.",3,3,,
3,"The main purpose of an operating system is to provide an environment in which we can execute programs. (OS) operating system is system software, which acts as an interface between a user of the computer and the computer hardware. ",2,2,,
3,"Operating System is?˜system?˜software, which acts as an interface between a user of the computer and the computer hardware. The?˜main purpose of an Operating System?˜is to provide an environment in which we can execute programs.
Controls the backing store and peripherals such as scanners and printers.Deals with the transfer of programs in and out of memory.Organises the use of memory between programs.Organises processing time between programs and users.Maintains security and access rights of users.Deals with errors and user instructions.",2,2,,
3,"The main purpose of an operating system is to provide an environment in which we can execute programs
*An operating system is a piece  of software which manages the allocation of computer hardware",1,1,,
3,It is user friendly and able to communicate and operate with the system ,0,0,,
3,To convey message to hardware,1,1,,
3,To perform operatios,1,1,,
3,"An operating system has three main functions: (1) manage the computer's resources, such as the central processing unit, memory, disk drives, and printers, (2) establish a user interface, and (3) execute and provide services for applications software. Keep in mind, however, that much of the work of an operating system is hidden from the user; many necessary tasks are performed behind the scenes. In particular, the first listed function, managing the computer's resources, is taken care of without the user being aware of the details. Furthermore, all input and output operations, although invoked by an applications program, are actually carried out by the operating system. Although much of the operating system functions are hidden from view, you will know when you are using an applications software package, and this requires that you invoke-call into action-the operating system. Thus you both establish a user interface and execute software.",4,4,,
3,To manage both hardware and software components of computer ,1,1,,
3,To establish user interface,1,1,,
3,"It is used to manage everything in the computer like cpu, memory, etc?",2,2,,
3,"manage the computer's resources, such as the central processing unit, memory, disk drives, and printers, ",2,2,,
3,It provides an environment for user to communicate with system and also sorts the data of computer and schedules the cpu processes in which order the processes need to be executed,1,1,,
3,Create an environment in which we can execute programs.,1,1,,
3,"manage the computer's resources, such as the central processing unit, memory, disk drives, and printers, establish a user interface, and execute and provide services for applications software.",3,3,,
3,"Operating System is system software, which acts as an interface between a user of the computer and the computer hardware. The main purpose of an Operating System is to provide an environment in which we can execute programs.",2,2,,
3,To develop interaction with hardware to Solve our tasks,1,1,,
3,Acts as an interface,1,1,,
3,Exchanging the data from the kernel to application layers and user can interact with system easily through os. ,2,2,,
3,"manage the computer's resources, such as the central processing unit, memory, disk drives, and printers,  establish a user interface, and  execute and provide services for applications software.",2,2,,
3,"Operating systems manage the computer's resources like CPU, memory disk drives, and printers,establish a user interface, and execute and provide services. ",2,2,,
3,It manages computer memory and processes,2,2,,
3,To perform the tasks according to the instructions given to the computer ,1,1,,
3,The main purpose of operating system is to establish a connection between software and hardware.The user cannot directly interact with hardware so operating system helps the user by providing a path to deal with hardware.,2,2,,
3,"An operating system has three main functions:  manage the computer's resources, such as the central processing unit, memory, disk drives, and printers, establish a user interface, and execute and provide services for applications software.",3,3,,
3,"The purpose of operating system is to provide an environment in which a user can execute programs.
->The two goals: 
     * Make the computer system convenient to use .
     * Use the computer hardware in efficient manner.",2,2,,
3," (1) manage the computer's resources, such as the central processing unit, memory, disk drives, and printers, 
(2) establish a user interface, and
 (3) execute and provide services for applications software",3,3,,
3,handle the execution of various programs on computer,1,1,,
3,"Operating system has three main function
1) manage the computer resources
2) establish a user interface
3) execute and provide services for application software",3,3,,
3,"1) Memory management
2) Storage and allocation of resources
3) Scheduling of process
4) File management
5) Effective utilisation of cpu",4,4,,
3,"It has 3 main functions.They are
1. Manages computer resources like CPU,memory etc,.
2.establish user interface
3.executes and provides services to software.",3,3,,
3,"The purpose of operating systems is to manage computer memory, processes and the operation of all hardware and software. An operating system is the most important software on a computer as it enables the computer hardware to communicate effectively with all other computer software.

1.Program Execution: The Operating System is responsible for execution of all types of programs whether it be user programs or system programs. The Operating System utilises various resources available for the efficient running of all types of functionalities.
2.Handling Input/Output Operations: The Operating System is responsible for handling all sort of inputs, i.e, from keyboard, mouse, desktop, etc. The Operating System does all interfacing in the most appropriate manner regrading all kind of Inputs and Outputs.
For example, there is difference in nature of all types of peripheral devices such as mouse or keyboard, then Operating System is responsible for handling data between them.
3.Manipulation of File System: The Operating System is responsible for making of decisions regarding the storage of all types of data or files, i.e, floppy disk/hard disk/pen drive, etc. The Operating System decides as how the data should be manipulated and stored.
4.Error Detection and Handling: The Operating System is responsible for detection of any types of error or bugs that can occur while any task. The well secured OS sometimes also acts as countermeasure for preventing any sort of breach to the Computer System from any external source and probably handling them.
5.Resource Allocation:˜The Operating System ensures the proper use of all the resources available by deciding which resource to be used by whom for how much time. All the decisions are taken by the Operating System.
6.Accounting:˜The Operating System tracks an account of all the functionalities taking place in the computer system at a time. All the details such as the types of errors occurred are recorded by the Operating System.Information and Resource 
7.Protection:˜The Operating System is responsible for using all the information and resources available on the machine in the most protected way. The Operating System must foil an attempt from any external resource to hamper any sort of data or information.",5,5,,
3,"The main purpose of an Operating System is to provide an environment in which we can run or execute programs.to make this easy the functions involve in this are:
Memory Management.
Processor Management.
Device Management.
File Management.
Security.
Control over the performance of the system
Accounting for jobs.
Error detecting aids.",5,5,,
3,"1) Memory management
2)Storage and allocation of resources
3) Scheduling of process
4) File management
5) Effective utilisation of cpu",4,4,,
3,Operating system which acts like interface between the hardware and CPU. Processes are send through that which helps in completion of task. Make the CPU work easier and faster.,3,3,,
3,"1.Memory management
2.Processor Management
3.Device Management.
4.File Management.
5.security
6.Error detecting aids
7.Control over system performance.
8.job accounting.
",4,4,,
3,to provide an environment in which we can execute programs.,1,1,,
3,It manages the memory of the system for allocating process,1,1,,
3,"Managing computer resources
Establishing user interface
Providing services for application software",3,3,,
3,"Manage computer resources
Establish user interface
Provide services for application software",3,3,,
3,It act has an  interface between user and software ,1,1,,
3,"Operating system serves as many purposes.
1.Operating system can be considered as 
 a translator between user and computer.
2.cpu can understand only 0s and 1s that we use today.
3.That are written in some high level language like c or java etc.",3,3,,
3,It is an interface between user and hardware ,1,1,,
3,"Manage the computer resources
Establish user interface
Execute and provide service",2,2,,
3,Handle multi tasks,1,1,,
3,"Three main purposes of an operating system  are managing the computers resources such as cpu,memory,disk drivers and printers. Second is establish a user interface and last is execute and provide services for application software. ",3,3,,
3,"1.manage the computer's resources, such the central processing unit,memory,disk drives,and printers.
2.establish a user interface.
3.execute and provide services for applications software.
",3,3,,
3,Manage computer hardware,1,1,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",3,3,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",3,3,,
4,"When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",3,3,,
4,It switches the work from one to another based one which has high priority ,1,1,,
4,sharing the resources between them,1,1,,
4,"Operating system handle multiple task by locating CPU resources
Context switch
Handle hardware interpretation",1,1,,
4,Threads ,1,1,,
4,by creating threads,1,1,,
4,"Multitasking, in an operating system, is allowing a user to perform more than one computer task (such as the operation of an application program) at a time. The operating system is able to keep track of where you are in these tasks and go from one to the other without losing information.",3,3,,
4,OS handles multiple tasks by CPU scheduling algorithm.,1,1,,
4,"New tasks can interrupt already started ones before they finish, instead of waiting for them to end. As a result, a computer executes segments of multiple tasks in an interleaved manner, while the tasks share common processing resources such as central processing units (CPUs) and main memory.",3,3,,
4,The OS can divide tasks and handle it to each of the processor.,1,1,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",0,0,,
4,"Multitasking is when multiple jobs are executed by the CPU simultaneously by switching between them. Switches occur so frequently that the users may interact with each program while it is running. An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",3,3,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.
The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
Multitasking Operating Systems are also known as Time-sharing systems.",1,1,,
4,"Multitasking
Multitasking is when multiple jobs are executed by the CPU simultaneously by switching between them. Switches occur so frequently that the users may interact with each program while it is running. An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory",0,0,,
4,"The OS makes it possible to run several programs at once. Several programs can be stored in RAM at the same time, however only one program at a time is processed by the CPU.",1,1,,
4,multitasking is the concurrent execution of multiple tasks (also known as processes) over a certain period of time. ,1,1,,
4,"Multitasking operating system provides the interface for executing the multiple program tasks by single user at a same time on the one computer system. For example, any editing task can be performed while other programs are executing concurrently. Other example, user can open Gmail and Power Point same time.",1,1,,
4,"When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",2,2,,
4,With the operation system it will operate the operating system,0,0,,
4,The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.,0,0,,
4,"Multitasking is when multiple jobs are executed by the CPU simultaneously by switching between them. Switches occur so frequently that the users may interact with each program while it is running. An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",3,3,,
4,"Multitasking is the concurrent execution of multiple tasks over a certain period of time. New tasks can interrupt already started ones before they finish, instead of waiting for them to end. As a result, a computer executes segments of multiple tasks in an interleaved manner, while the tasks share common processing resources such as central processing units (CPUs) and main memory. Multitasking automatically interrupts the running program, saving its state (partial results, memory contents and computer register contents) and loading the saved state of another program and transferring control to it. This ""context switch"" may be initiated at fixed time intervals (pre-emptive multitasking), or the running program may be coded to signal to the supervisory software when it can be interrupted (cooperative multitasking). ",3,3,,
4,"Multitasking is when multiple jobs are executed by the CPU simultaneously by switching between them. Switches occur so frequently that the users may interact with each program while it is running. An OS does the following activities related to multitasking

1.The user gives instructions to the operating system or to a program directly, and receives an immediate response.

2.The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

3. Multitasking Operating Systems are also known as Time-sharing systems.

4.These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

5.A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",3,3,,
4,"Multitask operating systems allow the use of a single computing resource by multiple users at the same given time, this is done as the computer has the ability to switch rapidly between users and what they require. One processor cannot change the data of another process in the main memory, each process uses itŸ??s own allocated space.
",3,3,,
4,The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.,1,1,,
4,"Multitasking, the OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.",1,1,,
4,The os handles multitasking in the way that it can handle multiple operation and executes multiple programs at a time a time shared operating system uses the concept of cpu scheduling and multiprogramming to provide each user with a small portion of a time shared cpu.,2,2,,
4,"User gives instructions to the operating system or to a program directly, and receives an immediate response.
These are also known as Time sharing systems.",0,0,,
4,"When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",2,2,,
4,multithreading,1,1,,
4,Executes multiple task at a time,0,0,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",2,2,,
4,"New tasks can interrupt already started ones before they finish, instead of waiting for them to end. As a result, a computer executes segments of multiple tasks in an interleaved manner, while the tasks share common processing resources such as central processing units (CPUs) and main memory.",3,3,,
4,"By multiprocessor ,multitasking ",1,1,,
4,"Multi tasking:
1.The user gives instructions to the operating system or to a program directly, and receives an immediate response.
2.The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
3.Multitasking Operating Systems are also known as Time-sharing systems",0,0,,
4,"Multitasking is the capability of the operating system of running several applications at the same time. It is therefore deeply related to the OS capability for managing shared resources, and in particular for arbitrating conflicts resulting from resource over-commitment. In a multitasking environment, the totality of the computerŸ??s resources (memory, files, CPU time) are allocated to different applications, and they are managed in such a way that each one of them gets a share according to specific priority policies.",3,3,,
4,"Multitasking
The user gives instructions to the operating system or to a program directly, and receives an immediate response.
The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
Multitasking Operating Systems are also known as Time-sharing systems.",0,0,,
4,"When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",3,3,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",3,3,,
4,Analysing,0,0,,
4,By scheduling the processes for which cpu is alloted using process scheduling algorithms,2,2,,
4,"An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",3,3,,
4,"Multitasking is when multiple jobs are executed by the CPU simultaneously by switching between them. Switches occur so frequently that the users may interact with each program while it is running. An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",3,3,,
4,A single cpu to work on a number of task,0,0,,
4,"Ÿ??Multitasking operating systems use a single CPU to work on a number of tasks. Ÿ??The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",3,3,,
4,"An operating system (OS), is a collection of software that manages computer hardware resources and provides common services for computer programs.
An operating system is the core software, which allows a computer system to operate and execute its command as it was intended to do so.The operating system manages the user interface, hardware, and all other software components.",0,0,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",3,2,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.
The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
Multitasking Operating Systems are also known as Time-sharing systems.",1,1,,
4,"During multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",1,1,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.
The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
Multitasking Operating Systems are also known as Time-sharing systems.",1,1,,
4,"An operating system (OS), is a collection of software that manages computer hardware resources and provides common services for computer programs.An operating system is the core software, which allows a computer system to operate and execute its command as it was intended to do so.The operating system manages the user interface, hardware, and all other software components.",0,0,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.",1,1,,
4,"Multitasking, in an operating system, is allowing a user to perform more than one computer task (such as the operation of an application program) at a time. Each task consumes system storage and other resources. ... As more tasks are started, the system may slow down or begin to run out of shared storage.",3,3,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.
The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
Multitasking Operating Systems are also known as Time-sharing systems.",1,1,,
4,"1.the user gives instructions to the operating system or to a program directly, and receives an immediate response. 
2 the os handle multitasking in the way that it can handle multiple operations/executes multiple programs at a time",2,2,,
4,"* the user gives instructions to the operating system or to a program directly ,and receives an immediate response 
* the OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time
*multitasking operating systems are also known as time-sharing systems ",2,2,,
4,Program complie time and run time,0,0,,
4,Multiple tasks in cpu central processing  unit to work on number of tasks the operating system determines which task as needed that all risk as completed as efficiently as possible ,2,2,,
4,"When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",3,3,,
4,". An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.",3,3,,
4,Using support of processor,0,0,,
4,"Multitasking operating system vworks on more than one task by switching btw them in a quick manner.
Tasks may concern a single user or multiple users, the OS will ultimately save the current state of each user and task so that it does not lose its place when it comes back to a task to resume the execution. 
This allows for efficiency and allows the system to switch smoothly between tasks.",2,2,,
4,"Multitasking
Multitasking is when multiple jobs are executed by the CPU simultaneously by switching between them. Switches occur so frequently that the users may interact with each program while it is running. An OS does the following activities related to multitasking Ÿ??

The user gives instructions to the operating system or to a program directly, and receives an immediate response.

The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.

Multitasking Operating Systems are also known as Time-sharing systems.

These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.

A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.

A program that is loaded into memory and is executing is commonly referred to as a process.

When a process executes, it typically executes for only a very short time before it either finishes or needs to perform I/O.

Since interactive I/O typically runs at slower speeds, it may take a long time to complete. During this time, a CPU can be utilized by another process.

The operating system allows the users to share the computer simultaneously. Since each action or command in a time-shared system tends to be short, only a little CPU time is needed for each user.

As the system switches CPU rapidly from one user/program to the next, each user is given the impression that he/she has his/her own CPU, whereas actually one CPU is being shared among many users.",0,0,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response.",1,1,,
4,By adopting Multitasking / Multiprocessor operating system,0,0,,
4,By switching,1,1,,
4,Operating Systems(OS)use a single CPU to work on a number of tasks.,0,0,,
4,The os handles multitasking in the way that it can handle multiple operations/ executes multiple programs at a time .,1,1,,
4,"When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",2,2,,
4,"A time-shared operating system uses the concept of CPU scheduling and multiprogramming to provide each user with a small portion of a time-shared CPU.

Each user has at least one separate program in memory.
A program that is loaded into memory and is executing is commonly referred to as a process.

When a process executes, it typically executes for only a very short time before it either finishes or needs to perform I/O.

Since interactive I/O typically runs at slower speeds, it may take a long time to complete. During this time, a CPU can be utilized by another process.

The operating system allows the users to share the computer simultaneously. Since each action or command in a time-shared system tends to be short, only a little CPU time is needed for each user.

As the system switches CPU rapidly from one user/program to the next, each user is given the impression that he/she has his/her own CPU, whereas actually one CPU is being shared among many users.",3,3,,
4,"By using multitasking operating system handle multiple tasks at a time. Multitasking will allow the user to perform more than one task on an application program at a given time. Almost all operating system nowadays use multitask systems. Users of these systems are always in need of the system to carry out multitask operations, a simple operation which requires multitasking is using a web browser and a word documents at the same time. ",2,2,,
4,The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time,1,1,,
4,"The term in which an OS handles multiple taks is called ""multitasking"". Multitasking is the ability of an operating system to execute more than one task simultaneously on single processor machine, these multiple tasks share common resources such as CPU and memory.",2,2,,
4,The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time. Multitasking Operating Systems are also known as Time-sharing systems. These Operating Systems were developed to provide interactive use of a computer system at a reasonable cost.,1,1,,
4,It can handle multitask with mutiprocessing of operating system.,1,1,,
4,Multitasking operating systems use a single CPU to work on a number of tasks.,0,0,,
4,"1. The user gives instructions to the operating system or to a program directly, and receives an immediate response.
2. The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time.
3. Multitasking Operating Systems are also known as Time-sharing systems.",1,1,,
4,"By using Concurrency control  method,by sharing resources among the requests,and took control over resources which have been using currently.",2,2,,
4,"Multitasking, in an operating system, is allowing a user to perform more than one computer task (such as the operation of an application program) at a time. The operating system is able to keep track of where you are in these tasks and go from one to the other without losing information. Microsoft Windows 2000, IBM's OS/390, and Linux are examples of operating systems that can do multitasking (almost all of today's operating systems can). When you open your Web browser and then open Word at the same time, you are causing the operating system to do multitasking.

Being able to do multitasking doesn't mean that an unlimited number of tasks can be juggled at the same time. Each task consumes system storage and other resources. As more tasks are started, the system may slow down or begin to run out of shared storage.

It is easy to confuse multitasking with Multithreading, a somewhat different idea.",2,2,,
4,By using multitasking operating system which is use a single cpu to work on a number  of tasks,1,1,,
4,By using multitasking  single user at a same time on the one computer system. ,0,0,,
4,Multitasking operating systems uses a single cpu to work on  number tasks the is determines which task  the cpu will work on at any given  time,1,1,,
4,Multiple operating system use a single CPU to work on a number of tasks.the operating system determines which task the cpu will work on at any given time,1,1,,
4,Maa frnds ni aaduguthe baga chepthar,0,0,,
4," The OS makes it possible to run several programs at once. Several programs can be stored in RAM at the same time, however only one program at a time is processed by the CPU.",2,2,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible
",2,2,,
4,Using different types of scheduling algorithms.,1,1,,
4,Cpu can handle the work determined by the operating system,0,0,,
4,"Definition Ÿ?? Multitasking operating system provides the interface for executing the multiple program tasks by single user at a same time on the one computer system. For example, any editing task can be performed while other programs are executing concurrently.",1,1,,
4,"latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",2,2,,
4,The os os able to track where are this tasks and go from one to the other ,0,0,,
4,Multitasking is an operating system which allows to perform multiple tasks at once.,1,1,,
4,In a multitasking system more than one task can be performed at a same time but they are executed one after another through a single cpu by TIME SHARING,1,1,,
4,Multitasking OS use a single CPU to work on a number of tasks. The OS determines which task the CPU will work on it any given time,1,1,,
4,With the help of Cpu it handles multiple tasks at a time. ,0,0,,
4,"OS determines which task will work on at any given time,and pausing tasks if needed so that all tasks complete as efficiently as possible",1,1,,
4,Os handles multiple works through multi tasking which manages multiple execution by storing retrieving and executing automatically,1,1,,
4,Allows a user to perform more than one computer task at time by sharing common resources like the CPU and memory,1,1,,
4,"The user gives instructions to the?˜operating system?˜or to a program directly, and receives an immediate response. The?˜OS handles multitasking?˜in the way that it can?˜handle multiple operations/executes?˜multiple?˜programs at?˜a time.?˜Multitasking Operating Systems?˜are also known as Time-sharing?˜systems",2,2,,
4,"The user gives instructions to the operating system or to a program directly, and receives an immediate response. The OS handles multitasking in the way that it can handle multiple operations/executes multiple programs at a time. Multitasking Operating Systems are also known as Time-sharing systems",2,2,,
4,Multitasking operating systems  are based on the idea of time-sharing. Multitasking OSs do not actually perform multiple tasks at the same exact time. A particular central processing unit  can only do one thing at any given moment.,1,1,,
4,"The operating system determines which task the cpu will work on at any given time  ,pausing tasks as needed so that all tasks are completed as efficiently as possible ",1,1,,
4,"Multitasking, in an operating system, is allowing a user to perform more than one computer task (such as the operation of an application program) at a time. The operating system is able to keep track of where you are in these tasks and go from one to the other without losing information.",3,3,,
4,Through cpu scheduling algorithms,1,1,,
4,"Multiprocessing operating systems (OSs) perform the same functions as single-processor OSs.Multiprocessing operating systems can handle tasks more quickly, as each CPU that becomes available can access the shared memory to complete the task at hand so all tasks can be completed the most efficiently.",2,2,,
4,it use cpu to work on a number of tasks . operating system determine which task the CPU will work on at a given time,1,1,,
4,By Using single cpu,0,0,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",1,1,,
4,"Multitasking operating systems?˜use a single CPU to work on a number of?˜tasks. The?˜operating system?˜determines which?˜task?˜the CPU will work on at any given?˜time, pausing?˜tasks?˜as needed, so that all?˜tasks?˜are completed as efficiently as possible. When multitasking, latency or delay is noticeable only on applications that require higher resources; like, for instance, higher memory or graphics capabilities. This is because, during multitasking, the operating system executes more than one task by sharing common resources like the CPU and memory.",3,3,,
4,Multi task operating systems use more than one CPU to handle system tasks. This requires an OS that is capable of dividing tasks between multiple processors. This allows for efficiency and allows the system to switch smoothly between tasks. ,2,2,,
4,By context switching between tasks.,1,1,,
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",2,2,,
4,"The user gives instructions to the?˜operating system?˜or to a program directly, and receives an immediate response. The?˜OS handles multitasking?˜in the way that it can?˜handle multiple operations/executes?˜multiple?˜programs at?˜a time.?˜Multitasking Operating Systems?˜are also known as Time-sharing?˜systems.",1,1,,
4,By having multiprocessor system,0,0,,
4,operating systems use a single CPU to work on a number of tasks.,0,0,,
4,"Operating systems use a single CPU to work on number of tasks.The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",2,2,,
